Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
9.14,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.454051971435547,32.47605895996094,54.6912727355957,15.971304893493652,0.5366947650909424,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6448745131492615,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1881228544.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,969885440.0,91754146.0,7622167.5,2184972543.9726562,0.3664050102233886,330.0,64.0,7924.0,1.0,23.566102981567383,2796.0,1920.0,4.0,82.0,81.0,82.0,74.0,80.0,75.0,90.0,545.0,2.0,29.18010950088501,3196.0,5.0,3.3581371307373047
9.19,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.454051971435547,32.47605895996094,54.6912727355957,15.971304893493652,0.5366947650909424,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6448745131492615,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1881228544.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,969885440.0,91754146.0,7622167.5,2184972543.9726562,0.376655250787735,1044.0,452.0,12236.0,2.0,17.26738166809082,2796.0,1920.0,4.0,87.0,88.0,86.0,76.0,93.0,83.0,90.0,545.0,2.0,31.06762170791626,3196.0,70.0,3.36240291595459
9.24,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.578144073486328,31.68360137939453,54.6912727355957,15.971304893493652,0.5660187602043152,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6359946131706238,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1874964352.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,970185344.0,91754146.0,7624698.5,2184972543.9726562,0.376655250787735,1044.0,452.0,12236.0,2.0,17.26738166809082,2796.0,1920.0,4.0,87.0,88.0,86.0,76.0,93.0,83.0,90.0,545.0,2.0,31.06762170791626,3196.0,70.0,3.36240291595459
9.27,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.578144073486328,31.68360137939453,54.6912727355957,15.971304893493652,0.5660187602043152,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6359946131706238,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1874964352.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,970185344.0,91754146.0,7624698.5,2184972543.9726562,0.1049801558256149,103.0,2.0,6330.0,1.0,17.26738166809082,2796.0,1920.0,4.0,87.0,88.0,86.0,76.0,93.0,83.0,90.0,545.0,2.0,31.06762170791626,3196.0,70.0,3.36240291595459
9.35,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.61719512939453,31.69698905944824,54.6912727355957,15.971304893493652,0.5543686151504517,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.7295480966567993,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1873680640.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,969494400.0,91754146.0,7619309.5,2184972543.9726562,0.1049801558256149,103.0,2.0,6330.0,1.0,17.26738166809082,2796.0,1920.0,4.0,87.0,88.0,86.0,76.0,93.0,83.0,90.0,545.0,2.0,31.06762170791626,3196.0,70.0,3.36240291595459
9.45,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.426664352416992,32.43820571899414,54.6912727355957,15.971304893493652,0.5533578395843506,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6666618585586548,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1871345152.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,968696960.0,91754146.0,7612675.5,2184972543.9726562,0.1049801558256149,103.0,2.0,6330.0,1.0,17.26738166809082,2796.0,1920.0,4.0,87.0,88.0,86.0,76.0,93.0,83.0,90.0,545.0,2.0,31.06762170791626,3196.0,70.0,3.36240291595459
9.55,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.655248641967773,31.670700073242188,54.6912727355957,15.971304893493652,0.5543033480644226,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6433219313621521,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1858164096.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,961504640.0,91754146.0,7556507.5,2184972543.9726562,0.1049801558256149,103.0,2.0,6330.0,1.0,17.26738166809082,2796.0,1920.0,4.0,87.0,88.0,86.0,76.0,93.0,83.0,90.0,545.0,2.0,31.06762170791626,3196.0,70.0,3.36240291595459
9.65,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.569589614868164,32.45365524291992,54.6912727355957,15.971304893493652,0.5455074906349182,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6359809041023254,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1873897088.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,970029760.0,91754146.0,7623206.0,2184972543.9726562,0.1049801558256149,103.0,2.0,6330.0,1.0,17.26738166809082,2796.0,1920.0,4.0,87.0,88.0,86.0,76.0,93.0,83.0,90.0,545.0,2.0,31.06762170791626,3196.0,70.0,3.36240291595459
9.75,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.72445678710937,31.7147159576416,54.6912727355957,15.971304893493652,0.5303525924682617,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6527858376502991,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1874799872.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,970083008.0,91754146.0,7623950.0,2184972543.9726562,0.1049801558256149,103.0,2.0,6330.0,1.0,17.26738166809082,2796.0,1920.0,4.0,87.0,88.0,86.0,76.0,93.0,83.0,90.0,545.0,2.0,31.06762170791626,3196.0,70.0,3.36240291595459
9.85,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.78913307189941,31.745967864990234,54.6912727355957,15.971304893493652,0.5650144815444946,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6645025610923767,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1872158208.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,968723904.0,91754146.0,7613227.5,2184972543.9726562,0.1049801558256149,103.0,2.0,6330.0,1.0,17.26738166809082,2796.0,1920.0,4.0,87.0,88.0,86.0,76.0,93.0,83.0,90.0,545.0,2.0,31.06762170791626,3196.0,70.0,3.36240291595459
9.95,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.651376724243164,32.51491928100586,54.6912727355957,15.971304893493652,0.5255962014198303,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6440039277076721,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1873212800.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,969656768.0,91754146.0,7620193.0,2184972543.9726562,0.1049801558256149,103.0,2.0,6330.0,1.0,17.26738166809082,2796.0,1920.0,4.0,87.0,88.0,86.0,76.0,93.0,83.0,90.0,545.0,2.0,31.06762170791626,3196.0,70.0,3.36240291595459
10.0,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.651376724243164,32.51491928100586,54.6912727355957,15.971304893493652,0.5255962014198303,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6440039277076721,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1873212800.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,969656768.0,91754146.0,7620193.0,2184972543.9726562,0.3664050102233886,330.0,64.0,7924.0,1.0,23.566102981567383,2796.0,1920.0,4.0,87.0,88.0,86.0,76.0,93.0,83.0,90.0,545.0,2.0,31.06762170791626,3196.0,70.0,3.36240291595459
10.05,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,23.170841217041016,31.785219192504883,54.6912727355957,15.971304893493652,0.5531689524650574,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6370888948440552,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1875455872.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,948309696.0,91754146.0,7427762.0,2184972543.9726562,0.3664050102233886,330.0,64.0,7924.0,1.0,23.566102981567383,2796.0,1920.0,4.0,87.0,88.0,86.0,76.0,93.0,83.0,90.0,545.0,2.0,31.06762170791626,3196.0,70.0,3.36240291595459
10.15,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.55901527404785,32.49740219116211,54.6912727355957,15.971304893493652,0.5838772058486938,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6986416578292847,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1867546752.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,966700224.0,91754146.0,7597422.0,2184972543.9726562,0.3664050102233886,330.0,64.0,7924.0,1.0,23.566102981567383,2796.0,1920.0,4.0,87.0,88.0,86.0,76.0,93.0,83.0,90.0,545.0,2.0,31.06762170791626,3196.0,70.0,3.36240291595459
10.19,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.55901527404785,32.49740219116211,54.6912727355957,15.971304893493652,0.5838772058486938,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6986416578292847,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1867546752.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,966700224.0,91754146.0,7597422.0,2184972543.9726562,0.0256662163883447,1044.0,452.0,12236.0,2.0,18.033132553100582,2796.0,1920.0,4.0,75.0,74.0,72.0,58.0,96.0,66.0,90.0,545.0,2.0,31.693923473358154,3196.0,69.0,3.3611645698547363
10.25,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.181264877319336,31.687759399414062,54.6912727355957,15.971304893493652,0.5154805779457092,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,4.275954246520996,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1857186944.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,960996032.0,91754146.0,7555267.5,2184972543.9726562,0.0256662163883447,1044.0,452.0,12236.0,2.0,18.033132553100582,2796.0,1920.0,4.0,75.0,74.0,72.0,58.0,96.0,66.0,90.0,545.0,2.0,31.693923473358154,3196.0,69.0,3.3611645698547363
10.27,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.181264877319336,31.687759399414062,54.6912727355957,15.971304893493652,0.5154805779457092,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,4.275954246520996,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1857186944.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,960996032.0,91754146.0,7555267.5,2184972543.9726562,0.1242502555251121,103.0,2.0,6330.0,1.0,18.033132553100582,2796.0,1920.0,4.0,75.0,74.0,72.0,58.0,96.0,66.0,90.0,545.0,2.0,31.693923473358154,3196.0,69.0,3.3611645698547363
10.35,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.555517196655277,31.71179962158203,54.6912727355957,15.971304893493652,0.5124908089637756,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6784078478813171,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1880305536.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,984291456.0,91754146.0,7822660.0,2184972543.9726562,0.1242502555251121,103.0,2.0,6330.0,1.0,18.033132553100582,2796.0,1920.0,4.0,75.0,74.0,72.0,58.0,96.0,66.0,90.0,545.0,2.0,31.693923473358154,3196.0,69.0,3.3611645698547363
10.45,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,23.07197952270508,32.509708404541016,54.6912727355957,15.971304893493652,0.5558046698570251,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6436170339584351,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1913003904.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,962535168.0,91754146.0,7487151.0,2184972543.9726562,0.1242502555251121,103.0,2.0,6330.0,1.0,18.033132553100582,2796.0,1920.0,4.0,75.0,74.0,72.0,58.0,96.0,66.0,90.0,545.0,2.0,31.693923473358154,3196.0,69.0,3.3611645698547363
10.55,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,23.17035484313965,31.76945304870605,54.6912727355957,15.971304893493652,0.5653496980667114,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6272391676902771,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1899363712.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,951038784.0,91754146.0,7428232.0,2184972543.9726562,0.1242502555251121,103.0,2.0,6330.0,1.0,18.033132553100582,2796.0,1920.0,4.0,75.0,74.0,72.0,58.0,96.0,66.0,90.0,545.0,2.0,31.693923473358154,3196.0,69.0,3.3611645698547363
10.65,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.450817108154297,32.450286865234375,54.6912727355957,15.971304893493652,0.6025190353393555,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.702480137348175,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1887468928.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,989524992.0,91754146.0,7884906.5,2184972543.9726562,0.1242502555251121,103.0,2.0,6330.0,1.0,18.033132553100582,2796.0,1920.0,4.0,75.0,74.0,72.0,58.0,96.0,66.0,90.0,545.0,2.0,31.693923473358154,3196.0,69.0,3.3611645698547363
10.75,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.749963760375977,31.74435043334961,54.6912727355957,15.971304893493652,0.5090442895889282,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6506274938583374,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1900489216.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,978868608.0,91754146.0,7663012.5,2184972543.9726562,0.1242502555251121,103.0,2.0,6330.0,1.0,18.033132553100582,2796.0,1920.0,4.0,75.0,74.0,72.0,58.0,96.0,66.0,90.0,545.0,2.0,31.693923473358154,3196.0,69.0,3.3611645698547363
10.85,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.906404495239254,31.738683700561523,54.6912727355957,15.971304893493652,0.5760514736175537,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6827569603919983,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1899994496.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,980869632.0,91754146.0,7662776.5,2184972543.9726562,0.1242502555251121,103.0,2.0,6330.0,1.0,18.033132553100582,2796.0,1920.0,4.0,75.0,74.0,72.0,58.0,96.0,66.0,90.0,545.0,2.0,31.693923473358154,3196.0,69.0,3.3611645698547363
10.95,44.57697582244873,30.225205898284912,0.3768309652805328,1.6425422728061676,25.611183166503906,52.99218559265137,61.05747604370117,0.0236079550813883,22.594423294067383,32.4750862121582,54.6912727355957,15.971304893493652,0.5536075234413147,36.09922218322754,135.4583396911621,308.3915557861328,0.6903418004512787,0.28366608172655106,7.295759797096253,0.6827569603919983,545035456.0,2.243583619594574,-1.0,85719048192.0,148445917184.0,9889234944.0,-1.0,1887652096.0,49.971622943878174,545000000.0,0.1995700374245643,15431304.875,158.17654164632162,2171552704.0,29331814.75,1956274.125,1925136896.0,-1.0,0.9348981603980063,976875392.0,91754146.0,7675924.5,2184972543.9726562,0.1242502555251121,103.0,2.0,6330.0,1.0,18.033132553100582,2796.0,1920.0,4.0,75.0,74.0,72.0,58.0,96.0,66.0,90.0,545.0,2.0,31.693923473358154,3196.0,69.0,3.3611645698547363
